message_id,source,source_url,date,topic,issue_area,message_type,wording,support_pct,oppose_pct,net_score,preference_effect,effect_scale,sample_size,methodology,population,moe,tags,notes
BLP_20251110_010,Blueprint Research,https://blueprint-research.com/polling/authoritarian-test/,2025-11-10,democracy,authoritarianism,negative,Trump action: Self-dealing/enrichment by Trump,42,64,,,authoritarian_perception,3028,online_panel,voters,2.1,blueprint;authoritarian;trump,"42% view as authoritarian, 64% oppose (highest opposition). 25 Trump actions tested."
BLP_20250924_001,Blueprint Research,https://blueprint-research.com/polling/build-a-dem-workshop/,2025-09-24,social_security,ssn_medicare,policy_proposal,Protecting Social Security and Medicare,,,,21,maxdiff,3028,online_panel,voters,2.1,maxdiff;ss_medicare;top_issue,Highest preference effect across ALL tested issues.
BLP_20250924_002,Blueprint Research,https://blueprint-research.com/polling/build-a-dem-workshop/,2025-09-24,economy,cost_of_living,policy_proposal,Bringing down prices of food and goods,,,,20,maxdiff,3028,online_panel,voters,2.1,maxdiff;cost_of_living;food_prices,Second highest preference effect.
BLP_20250924_004,Blueprint Research,https://blueprint-research.com/polling/authoritarian-test/,2025-09-24,democracy,authoritarianism,negative,Using executive orders to target political enemies,54,60,-6,,,3028,online_panel,voters,2.1,authoritarian;executive_orders;political_enemies,54% view as authoritarian. 60% oppose.
BLP_20241108_001,Blueprint Research,https://blueprint-research.com/polling/why-trump-reasons-11-8/,2024-11-08,economy,inflation,negative,Inflation too high under Biden-Harris,,,,24,relative_importance,3262,online_panel,voters,,relative_importance;inflation;top_reason,Highest relative importance for voting against Harris.
BLP_20241108_002,Blueprint Research,https://blueprint-research.com/polling/why-trump-reasons-11-8/,2024-11-08,immigration,border_security,negative,Too many immigrants crossed the border under Biden-Harris,,,,23,relative_importance,3262,online_panel,voters,,relative_importance;immigration;border,Second highest.
BLP_20241108_003,Blueprint Research,https://blueprint-research.com/polling/why-trump-reasons-11-8/,2024-11-08,culture_war,cultural_issues,negative,"Harris focused on cultural issues, not the middle class",,,,17,relative_importance,3262,online_panel,voters,,blueprint;why_trump;cultural_issues;middle_class,Relative importance for not voting for Harris. #3 reason.
BLP_20241108_004,Blueprint Research,https://blueprint-research.com/polling/why-trump-reasons-11-8/,2024-11-08,economy,debt,negative,Debt rose too much under Biden-Harris,,,,13,relative_importance,3262,online_panel,voters,,blueprint;why_trump;debt;deficit,Relative importance for not voting for Harris. #4 reason.
BLP_20241108_005,Blueprint Research,https://blueprint-research.com/polling/why-trump-reasons-11-8/,2024-11-08,politics,biden_similarity,negative,"Kamala Harris is too similar to Joe Biden, a reason voters gave for not supporting her",,,,12,relative_importance,3262,online_panel,voters,,blueprint;why_trump;biden;similarity,Relative importance for not voting for Harris. #5 reason. | Expanded from summary label; original wording is a Blueprint survey category label
BLP_20241108_006,Blueprint Research,https://blueprint-research.com/polling/why-trump-reasons-11-8/,2024-11-08,culture_war,cultural_issues,negative,Cultural issues (swing voters who chose Trump),,,,28,relative_importance,3262,online_panel,voters,,blueprint;swing_voters;cultural_issues,Swing voters who chose Trump. Cultural issues ranked #1 at +28 relative importance.
BLP_20241108_007,Blueprint Research,https://blueprint-research.com/polling/why-trump-reasons-11-8/,2024-11-08,economy,inflation,negative,Inflation (swing voters who chose Trump),,,,23,relative_importance,3262,online_panel,voters,,blueprint;swing_voters;inflation,Swing voters who chose Trump. Inflation at +23 relative importance.
BLP_20241108_008,Blueprint Research,https://blueprint-research.com/polling/why-trump-reasons-11-8/,2024-11-08,politics,biden_similarity,positive,Harris not similar enough to Biden,,,,-24,relative_importance,3262,online_panel,voters,,blueprint;why_trump;negative_reason,Lowest ranking negative reason for voting against Harris. -24 relative importance.
BLP_20241108_009,Blueprint Research,https://blueprint-research.com/polling/why-trump-reasons-11-8/,2024-11-08,politics,ideology,positive,"Kamala Harris is too conservative, a low-ranked reason voters gave for not supporting her",,,,-27,relative_importance,3262,online_panel,voters,,blueprint;why_trump;negative_reason,Lowest ranking. -27 relative importance. | Expanded from summary label; original wording is a Blueprint survey category label
BLP_20241108_010,Blueprint Research,https://blueprint-research.com/polling/why-trump-reasons-11-8/,2024-11-08,foreign_policy,israel,positive,"Kamala Harris is too pro-Israel, a low-ranked reason voters gave for not supporting her",,,,-22,relative_importance,3262,online_panel,voters,,blueprint;why_trump;israel;negative_reason,Lowest ranking. -22 relative importance. | Expanded from summary label; original wording is a Blueprint survey category label
BLP_20241016_001,Blueprint Research,https://blueprint-research.com/polling/trump-closing-argument-10-16/,2024-10-16,democracy,trump_cabinet,negative,"Nearly half of Donald Trump's cabinet have refused to endorse him...when Trump learned his supporters were threatening to kill his own VP, he said 'so what'...",,,,12,preference_effect,2993,online_panel,voters,,blueprint;closing_argument;trump;cabinet;endorsements,"Republican endorsements message. +12 overall, +14 independents. Sample: 2,993 voters."
BLP_20241016_002,Blueprint Research,https://blueprint-research.com/polling/trump-closing-argument-10-16/,2024-10-16,abortion,roe_v_wade,negative,"Donald Trump appointed the judges who overturned Roe vs. Wade. Since then, Trump abortion bans in 22 states and women are dying...",,,,10,preference_effect,2993,online_panel,voters,,blueprint;closing_argument;abortion;roe,"Roe v. Wade message. +10 overall, +12 independents."
BLP_20241015_001,Blueprint Research,https://blueprint-research.com/polling/distance-biden-ads-message-test-10-15/,2024-10-15,healthcare,medicare_at_home,positive,Expand Medicare to cover at-home care for seniors,,,,10,preference_effect,,online_panel,voters,,blueprint;medicare;at_home_care;seniors,"Best distancing message. +10 overall, +10 independents."
BLP_20241015_002,Blueprint Research,https://blueprint-research.com/polling/distance-biden-ads-message-test-10-15/,2024-10-15,economy,price_gouging,positive,Corporate price-gouging crackdown,,,,7,preference_effect,,online_panel,voters,,blueprint;price_gouging;corporate,"+7 overall, +15 independents."
BLP_20241009_003,Blueprint Research,https://blueprint-research.com/polling/haley-voters-10-10/,2024-10-10,social_security,ss_medicare_vs_tax_cuts,contrast,Protecting Social Security and Medicare from Trump tax cuts,,,,21,boost,,online_panel,haley_voters,,blueprint;haley_voters;ss_medicare;tax_cuts,Top message: +21 boost for Harris among Haley voters.
BLP_20241009_001,Blueprint Research,https://blueprint-research.com/polling/haley-voters-10-9/,2024-10-09,economy,price_gouging,policy,Law banning excessive grocery prices,70,9,+61,,,,online_panel,haley_voters,,blueprint;haley_voters;price_gouching;grocery,70% support among Haley voters. Net +61. Part 2.
BLP_20241009_002,Blueprint Research,https://blueprint-research.com/polling/haley-voters-10-9/,2024-10-09,social_security,ss_medicare,positive,Harris message on protecting Social Security,,,,30,boost,,online_panel,haley_voters,,blueprint;haley_voters;social_security;harris_boost,+30 boost for Harris among Haley voters on protecting Social Security.
BLP_20241007_001,Blueprint Research,https://blueprint-research.com/polling/harris-interviews-test-10-7/,2024-10-07,economy,manufacturing,clip_test,Harris on US Steel/Nippon manufacturing response: supporting American manufacturing and workers,,,,2.1,preference_shift_pts,5764,online_panel,voters,,blueprint;harris;manufacturing;steel,"+2.1 support effect, 66% positive, 64% favorable among 5,764 voters."
BLP_20241007_002,Blueprint Research,https://blueprint-research.com/polling/harris-interviews-test-10-7/,2024-10-07,economy,opportunity_economy,clip_test,Harris opportunity economy vision message,,,,2.1,preference_shift_pts,5764,online_panel,voters,,blueprint;harris;opportunity_economy,"+2.1 support effect, +2.8 favorability effect, 64% positive."
BLP_20241002_001,Blueprint Research,https://blueprint-research.com/polling/biden-distance-10-2-message-test/,2024-10-02,economy,corporate_greed,contrast,"I'm not happy with what greedy corporate giants got away with. Joe Biden needed to get economy back on track...companies took advantage...As president, I will be tougher on unethical businesses than Joe Biden was.",,,,,,,online_panel,voters,,blueprint;harris;corporate_greed;biden_distance,Best distancing message from Biden on corporate greed.
BLP_20241002_002,Blueprint Research,https://blueprint-research.com/polling/biden-distance-10-2-message-test/,2024-10-02,immigration,border_security,contrast,I want to take a different approach to Biden on immigration...from my background as a prosecutor...we need to be really enforcing our laws at the border.,,,,,,,online_panel,voters,,blueprint;harris;immigration;biden_distance,Best distancing message from Biden on immigration.
BLP_20241002_003,Blueprint Research,https://blueprint-research.com/polling/biden-distance-10-2-message-test/,2024-10-02,politics,gaffe,negative,"""Not a thing comes to mind"" (The View) - Harris asked what she would do differently from Biden",,,-21,-21,drag_points,,online_panel,voters,,blueprint;harris;worst;gaffe;the_view,"Worst tested -21 point drag overall, -26 among independents."
BLP_20240919_001,Blueprint Research,https://blueprint-research.com/polling/interview-test-9-19/,2024-09-19,politics,kamala_harris,clip_test,Harris video clip: Appoint a Republican to cabinet,,,,2.1,preference_shift_pts,,online_panel,voters,,blueprint;harris;clip_test;interview,"Harris support effect in pts. 65% positive, 57% know more"
BLP_20240919_002,Blueprint Research,https://blueprint-research.com/polling/interview-test-9-19/,2024-09-19,politics,kamala_harris,clip_test,Harris video clip: Biden dropping out perspective,,,,1.9,preference_shift_pts,,online_panel,voters,,blueprint;harris;clip_test;interview,"Harris support effect in pts. 63% positive, 57% know more"
BLP_20240919_003,Blueprint Research,https://blueprint-research.com/polling/interview-test-9-19/,2024-09-19,politics,kamala_harris,clip_test,Harris video clip: Border/immigration answer on CNN,,,,1.6,preference_shift_pts,,online_panel,voters,,blueprint;harris;clip_test;interview,"Harris support effect in pts. 62% positive, 58% know more"
BLP_20240919_004,Blueprint Research,https://blueprint-research.com/polling/interview-test-9-19/,2024-09-19,politics,kamala_harris,clip_test,Harris video clip: Opportunity economy vision (6ABC),,,,1.5,preference_shift_pts,,online_panel,voters,,blueprint;harris;clip_test;interview,"Harris support effect in pts. 64% positive, 58% know more"
BLP_20240919_005,Blueprint Research,https://blueprint-research.com/polling/interview-test-9-19/,2024-09-19,politics,kamala_harris,clip_test,"Harris video clip: ""More in common than separates us""",,,,1.5,preference_shift_pts,,online_panel,voters,,blueprint;harris;clip_test;interview,"Harris support effect in pts. 61% positive, 57% know more"
BLP_20240919_006,Blueprint Research,https://blueprint-research.com/polling/interview-test-9-19/,2024-09-19,politics,kamala_harris,clip_test,Harris video clip: Fracking/energy answer,,,,1.4,preference_shift_pts,,online_panel,voters,,blueprint;harris;clip_test;interview,"Harris support effect in pts. 59% positive, 58% know more"
BLP_20240830_001,Blueprint Research,https://blueprint-research.com/polling/ads-test-harris-8-30/,2024-08-30,abortion,abortion_contrast,contrast,Abortion contrast ad: Harris vs. Trump on abortion rights,,,,3.5,preference_effect,,online_panel,voters,,blueprint;ads;abortion;contrast,"Best ad. +3.5 overall, +9.2 independents."
BLP_20240830_002,Blueprint Research,https://blueprint-research.com/polling/ads-test-harris-8-30/,2024-08-30,healthcare,harris_healthcare,positive,Positive Harris healthcare ad — tested ad messaging showing Harris's healthcare plans,,,,3.4,preference_effect,,online_panel,voters,,blueprint;ads;healthcare;harris,+3.4 overall preference effect. | Expanded from summary label; original wording is a Blueprint survey category label
BLP_20240830_003,Blueprint Research,https://blueprint-research.com/polling/ads-test-harris-8-30/,2024-08-30,abortion,harris_abortion,positive,Positive Harris abortion ad — tested ad messaging on abortion rights,,,,3.4,preference_effect,,online_panel,voters,,blueprint;ads;abortion;harris,+3.4 overall preference effect. | Expanded from summary label; original wording is a Blueprint survey category label
BLP_20240830_004,Blueprint Research,https://blueprint-research.com/polling/ads-test-harris-8-30/,2024-08-30,healthcare,healthcare_contrast,contrast,Healthcare contrast ad (Harris vs. Trump on healthcare),,,,10.7,preference_effect,,online_panel,independents,,blueprint;ads;healthcare;independents,Among independents: +10.7 preference effect.
BLP_20240830_005,Blueprint Research,https://blueprint-research.com/polling/ads-test-harris-8-30/,2024-08-30,abortion,harris_abortion,positive,Harris abortion ad (independents),,,,10.3,preference_effect,,online_panel,independents,,blueprint;ads;abortion;independents,Among independents: +10.3 preference effect.
BLP_20240830_006,Blueprint Research,https://blueprint-research.com/polling/ads-test-harris-8-30/,2024-08-30,economy,tax_cuts,negative,Trump tax cuts lead to healthcare cuts,,,,1.3,preference_effect,,online_panel,voters,,blueprint;ads;tax_cuts;healthcare;lowest,Lowest performing ad. +1.3 preference effect.
BLP_20240830_007,Blueprint Research,https://blueprint-research.com/polling/ads-test-harris-8-30/,2024-08-30,abortion,trump_anti_choice,negative,Trump anti-choice agenda ad — tested ad messaging warning about Trump's abortion record,,,,1.5,preference_effect,,online_panel,voters,,blueprint;ads;abortion;trump;lowest,Lowest performing. +1.5 preference effect. | Expanded from summary label; original wording is a Blueprint survey category label
BLP_20240724_001,Blueprint Research,https://blueprint-research.com/polling/harris-poll-message-test-7-24/,2024-07-24,economy,populist_economic,positive,"Populist economic message: deficit reduction, all-of-above energy, prosecute price-gouging, Medicare drug negotiation",61,,,,,,online_panel,voters,,blueprint;harris;populist;economic,"Most compelling of 15 tested pro-Harris messages. 61% overall, 61% independents, 61% all age/gender groups, 64% non-college, 63% Republicans."
BLP_20240320_002,Blueprint Research,https://blueprint-research.com/polling/trump-musk-vulnerabilities-3-20/,2024-03-20,politics,musk_favorability,tracking_poll,Elon Musk favorability — tested public opinion on Elon Musk,,,-16,,net_favorability,,online_panel,voters,,blueprint;musk;favorability,Musk net favorability: -16. | Expanded from summary label; original wording is a Blueprint survey category label
BLP_20240320_003,Blueprint Research,https://blueprint-research.com/polling/trump-musk-vulnerabilities-3-20/,2024-03-20,politics,musk_admin_role,tracking_poll,Elon Musk role in Trump administration approval,38,56,-18,,net_approval,,online_panel,voters,,blueprint;musk;admin_role;approval,"38% approve, 56% disapprove of Musk role in administration. Net -18. Dems -82, Inds -28, Reps +55."
BLP_20240306_001,Blueprint Research,https://blueprint-research.com/polling/back-to-basics-3-6/,2024-03-06,immigration,remain_in_mexico,contrast,Remain in Mexico policy reinstated by Trump — voters prefer alternative approach,72,,,22,boost,1383,online_panel,registered_voters,3.51,blueprint;immigration;remain_in_mexico;border,72% preferred alternative to Remain in Mexico. +22 boost. From Back to Basics poll.
BLP_20240306_002,Blueprint Research,https://blueprint-research.com/polling/back-to-basics-3-6/,2024-03-06,healthcare,trump_healthcare,negative,Trump healthcare net approval — tested approval rating of Trump's healthcare policies,,,-10,,net_approval,1383,online_panel,registered_voters,3.51,blueprint;healthcare;trump;net_approval,"Trump healthcare net approval: -10. Also inflation: -10, corruption: -4. | Expanded from summary label; original wording is a Blueprint survey category label"
BLP_20240306_003,Blueprint Research,https://blueprint-research.com/polling/back-to-basics-3-6/,2024-03-06,economy,food_prices,contrast,"Social Security, Medicare threats and food prices messages outperform broad democracy attacks",,,,,,1383,online_panel,registered_voters,3.51,blueprint;ss_medicare;food_prices;messaging,SS/Medicare threats and food prices messages outperform broad democracy attacks.
BLP_20240216_001,Blueprint Research,https://blueprint-research.com/polling/back-to-basics-3-6/,2024-02-16,social_security,ssn_medicare,contrast,Trump and Republicans are cutting Social Security and Medicare to pay for billionaire tax cuts,56,,,,,1383,online_panel,registered_voters,3.51,ss_medicare;tax_cuts;billionaires;most_selected,56% selected as most effective anti-Trump message.
NAV_20260507_001,Navigator Research,https://navigatorresearch.org/insurance-and-pharmaceutical-companies-blamed-for-rising-healthcare-costs/,2026-05-07,healthcare,,tracking_poll,Americans blame health insurance companies for healthcare system issues,61,,,blame_question,,1000,online_panel,registered_voters,3.1,navigator;healthcare,From article: Insurance and Pharmaceutical Companies Blamed for Rising Healthcare Costs. Field: Apr 23-27 2026.
NAV_20260507_002,Navigator Research,https://navigatorresearch.org/insurance-and-pharmaceutical-companies-blamed-for-rising-healthcare-costs/,2026-05-07,healthcare,,tracking_poll,Americans blame pharmaceutical companies for healthcare system issues,52,,,blame_question,,1000,online_panel,registered_voters,3.1,navigator;healthcare,From article: Insurance and Pharmaceutical Companies Blamed for Rising Healthcare Costs. Field: Apr 23-27 2026.
NAV_20260507_003,Navigator Research,https://navigatorresearch.org/insurance-and-pharmaceutical-companies-blamed-for-rising-healthcare-costs/,2026-05-07,healthcare,,tracking_poll,Americans blame federal lawmakers for healthcare system issues,47,,,blame_question,,1000,online_panel,registered_voters,3.1,navigator;healthcare,From article: Insurance and Pharmaceutical Companies Blamed for Rising Healthcare Costs.
NAV_20260507_004,Navigator Research,https://navigatorresearch.org/insurance-and-pharmaceutical-companies-blamed-for-rising-healthcare-costs/,2026-05-07,healthcare,,tracking_poll,Views on MAHA (Make America Healthy Again) - Favorable,39,40,-1,favorability,,1000,online_panel,registered_voters,3.1,navigator;healthcare,From article: Insurance and Pharmaceutical Companies Blamed for Rising Healthcare Costs. Down from +9 in Aug 2025.
NAV_20260507_005,Navigator Research,https://navigatorresearch.org/insurance-and-pharmaceutical-companies-blamed-for-rising-healthcare-costs/,2026-05-07,healthcare,,tracking_poll,Rate availability/affordability of US healthcare as 'not so good' or 'poor',59,,,rating,,1000,online_panel,registered_voters,3.1,navigator;healthcare,From article: Insurance and Pharmaceutical Companies Blamed for Rising Healthcare Costs.
NAV_20260507_006,Navigator Research,https://navigatorresearch.org/insurance-and-pharmaceutical-companies-blamed-for-rising-healthcare-costs/,2026-05-07,healthcare,,tracking_poll,Not confident in ability to access quality affordable healthcare,30,,,confidence,,1000,online_panel,registered_voters,3.1,navigator;healthcare,Up from 23% in 2020.
NAV_20260507_007,Navigator Research,https://navigatorresearch.org/insurance-and-pharmaceutical-companies-blamed-for-rising-healthcare-costs/,2026-05-07,healthcare,,tracking_poll,Want government to prioritize healthcare,39,,,priority,,1000,online_panel,registered_voters,3.1,navigator;healthcare,Only 14% think Trump/GOP focused on it.
NAV_20260429_001,Navigator Research,https://navigatorresearch.org/two-months-later-most-americans-dont-think-trumps-war-with-iran-is-worth-it-and-see-no-end-in-sight/,2026-04-29,foreign_policy,,tracking_poll,Say the war with Iran is not worth it,50,,,opinion,,1000,online_panel,registered_voters,3.1,navigator;foreign_policy,From article: Two Months Later. Includes 54% of independents and 24% of Republicans.
NAV_20260429_002,Navigator Research,https://navigatorresearch.org/two-months-later-most-americans-dont-think-trumps-war-with-iran-is-worth-it-and-see-no-end-in-sight/,2026-04-29,foreign_policy,,tracking_poll,Oppose U.S. military action against Iran,49,,,opposition,,1000,online_panel,registered_voters,3.1,navigator;foreign_policy,From article: Two Months Later. Includes 21% of Trump 2024 voters.
NAV_20260429_003,Navigator Research,https://navigatorresearch.org/two-months-later-most-americans-dont-think-trumps-war-with-iran-is-worth-it-and-see-no-end-in-sight/,2026-04-29,foreign_policy,,tracking_poll,Disapprove of Trump's handling of foreign policy,58,,,approval,,1000,online_panel,registered_voters,3.1,navigator;foreign_policy,Net approval -21 (down from -6 in June 2025). 67% of independents.
NAV_20260429_004,Navigator Research,https://navigatorresearch.org/two-months-later-most-americans-dont-think-trumps-war-with-iran-is-worth-it-and-see-no-end-in-sight/,2026-04-29,foreign_policy,,tracking_poll,Expect conflict with Iran to last months or longer,64,,,expectation,,1000,online_panel,registered_voters,3.1,navigator;foreign_policy,Up 11pts since March 2026. 38% say year+.
NAV_20260429_005,Navigator Research,https://navigatorresearch.org/two-months-later-most-americans-dont-think-trumps-war-with-iran-is-worth-it-and-see-no-end-in-sight/,2026-04-29,foreign_policy,,tracking_poll,Worried U.S. will be bogged down in Iran conflict,70,,,concern,,1000,online_panel,registered_voters,3.1,navigator;foreign_policy,Includes 55% of Republicans.
NAV_20260429_006,Navigator Research,https://navigatorresearch.org/two-months-later-most-americans-dont-think-trumps-war-with-iran-is-worth-it-and-see-no-end-in-sight/,2026-04-29,foreign_policy,,tracking_poll,Say Trump has no clear plan or timeline for the war,57,,,opinion,,1000,online_panel,registered_voters,3.1,navigator;foreign_policy,"Includes 58% of independents, 30% of Republicans."
NAV_20260428_001,Navigator Research,https://navigatorresearch.org/special-report-who-do-americans-trust/,2026-04-28,healthcare,party_trust,tracking_poll,Trust Democrats vs. Republicans on healthcare — Democrats lead,54,,,,,1000,online_panel,registered_voters,3.1,navigator;trust;healthcare;party_comparison,"Democratic trust peaked during One Big Beautiful Bill Act debate. After adding ""neither"" option, Dems dropped 8%, GOP dropped 6%. Survey Apr 2-6 2026."
