message_id,source,source_url,date,topic,issue_area,message_type,wording,support_pct,oppose_pct,net_score,preference_effect,effect_scale,sample_size,methodology,population,moe,tags,notes,dem_all
NAV_20250407_011,Navigator Research,https://navigatorresearch.org/,2025-04-07,healthcare,,tested_message,"Those who say to lower health care costs, the government should be more involved in providing health care and do more to take on drug and insurance companies that raise prices to pad their profits.",68.0,,,,,1000,online_panel,registered_voters,3.1,navigator;healthcare,"From Navigator topline Navigator-Topline-F04.07.25_extracted.txt, question Q34A. - side 1. Field: 2025-04-07.",Dem:84.0%;Ind:59.0%;Rep:54.0%;AfrAm:67.0%;Hisp:69.0%;White:67.0%;AAPI:82.0%
NAV_20250407_012,Navigator Research,https://navigatorresearch.org/,2025-04-07,healthcare,,tested_message,"Those who say to lower health care costs, the government should be less involved and get out of the way of private companies that will be better at innovating and avoiding wasteful spending.",32.0,,,,,1000,online_panel,registered_voters,3.1,navigator;healthcare,"From Navigator topline Navigator-Topline-F04.07.25_extracted.txt, question Q34A. - side 2. Field: 2025-04-07.",Dem:16.0%;Ind:41.0%;Rep:46.0%;AfrAm:33.0%;Hisp:31.0%;White:33.0%;AAPI:18.0%
NAV_20250407_013,Navigator Research,https://navigatorresearch.org/,2025-04-07,healthcare,,tested_message,"Those who say our health care system is broken, with 20 million Americans in medical debt. We need to do more to make health care affordable: the government should be more involved in providing health care and do more to take on drug and insurance companies that raise prices to pad their profits.",77.0,,,,,1000,online_panel,registered_voters,3.1,navigator;healthcare,"From Navigator topline Navigator-Topline-F04.07.25_extracted.txt, question Q34B. - side 1. Field: 2025-04-07.",Dem:88.0%;Ind:78.0%;Rep:65.0%;AfrAm:80.0%;Hisp:81.0%;White:76.0%;AAPI:78.0%
NAV_20250407_014,Navigator Research,https://navigatorresearch.org/,2025-04-07,healthcare,,tested_message,"Those who say to lower health care costs, the government should be less involved and get out of the way of private companies that will be better at innovating and avoiding wasteful spending.",23.0,,,,,1000,online_panel,registered_voters,3.1,navigator;healthcare,"From Navigator topline Navigator-Topline-F04.07.25_extracted.txt, question Q34B. - side 2. Field: 2025-04-07.",Dem:12.0%;Ind:22.0%;Rep:35.0%;AfrAm:20.0%;Hisp:19.0%;White:24.0%;AAPI:22.0%
NAV_20250908_015,Navigator Research,https://navigatorresearch.org/,2025-09-08,democracy,,tested_message,"Those who say our system is broken: the process of drawing Congressional maps has gotten way too political and needs to be independent in order to put voters first. In the short term, Democrats have to level the playing field against Republican manipulation in Texas. In the long term, we need to ban gerrymandering, or the rigging of Congressional district lines to benefit one political party or another",59.0,,,,,1000,online_panel,registered_voters,3.1,navigator;democracy,"From Navigator topline Navigator-Topline-F09.08.25_extracted.txt, question Q3C. - side 1. Field: 2025-09-08.",Dem:84.0%;Ind:57.0%;Rep:34.0%;AfrAm:72.0%;Hisp:50.0%;White:56.0%;AAPI:76.0%
NAV_20250908_016,Navigator Research,https://navigatorresearch.org/,2025-09-08,democracy,,tested_message,Republicans who support Texas lawmakers redrawing their Congressional map to benefit Republicans in Congress,20.0,,,,,1000,online_panel,registered_voters,3.1,navigator;democracy,"From Navigator topline Navigator-Topline-F09.08.25_extracted.txt, question Q3C. - side 2. Field: 2025-09-08.",Dem:10.0%;Ind:41.0%;Rep:20.0%;AfrAm:23.0%;Hisp:16.0%
NAV_20250908_017,Navigator Research,https://navigatorresearch.org/,2025-09-08,democracy,,tested_message,Those who say Democrats need to fight back against the overreaches of Trump and the Republican Party. Democrats have to level the playing field against Republican manipulation in Texas. That means fighting fire with fire when it comes to redrawing Congressional maps,47.0,,,,,1000,online_panel,registered_voters,3.1,navigator;democracy,"From Navigator topline Navigator-Topline-F09.08.25_extracted.txt, question Q3D. - side 1. Field: 2025-09-08.",Dem:85.0%;Ind:33.0%;Rep:12.0%;AfrAm:73.0%;Hisp:50.0%;White:41.0%;AAPI:57.0%
NAV_20250908_018,Navigator Research,https://navigatorresearch.org/,2025-09-08,democracy,,tested_message,Republicans who support Texas lawmakers redrawing their Congressional map to benefit Republicans in Congress,30.0,,,,,1000,online_panel,registered_voters,3.1,navigator;democracy,"From Navigator topline Navigator-Topline-F09.08.25_extracted.txt, question Q3D. - side 2. Field: 2025-09-08.",Dem:16.0%;Ind:58.0%;Rep:23.0%;AfrAm:34.0%;Hisp:24.0%
NAV_20250908_019,Navigator Research,https://navigatorresearch.org/,2025-09-08,healthcare,,tested_message,"Those who say our health care system is broken, but the answer is not to cut medical research, take away healthy school meal options from kids, or limit vaccines. Instead we should be cracking down on special interest influence in our government and putting science and facts ahead of politics",59.0,,,,,1000,online_panel,registered_voters,3.1,navigator;healthcare,"From Navigator topline Navigator-Topline-F09.08.25_extracted.txt, question Q40A. - side 1. Field: 2025-09-08.",Dem:80.0%;Ind:57.0%;Rep:39.0%;AfrAm:67.0%;Hisp:62.0%;White:58.0%;AAPI:65.0%
NAV_20250908_020,Navigator Research,https://navigatorresearch.org/,2025-09-08,healthcare,,tested_message,"Republicans who say we need to get the government and corporate special interests out of the business of telling us what we should put in our bodies. Whether it's vaccines, food additives, or toxins in the ground, Americans are better off doing their own research rather than listening to the so called ""experts"" who put their own bottom line first",26.0,,,,,1000,online_panel,registered_voters,3.1,navigator;healthcare,"From Navigator topline Navigator-Topline-F09.08.25_extracted.txt, question Q40A. - side 2. Field: 2025-09-08.",Dem:19.0%;Ind:46.0%;Rep:14.0%;AfrAm:24.0%;Hisp:29.0%;White:28.0%
NAV_20250908_021,Navigator Research,https://navigatorresearch.org/,2025-09-08,healthcare,,tested_message,"Those who say our health care system is broken: for too long, corporations have had too much power over our food and health care. But the answer is not to cut medical research, take away healthy school meal options from kids, or limit vaccines. Instead we should be cracking down on special interest influence in our government and putting science and facts ahead of politics",61.0,,,,,1000,online_panel,registered_voters,3.1,navigator;healthcare,"From Navigator topline Navigator-Topline-F09.08.25_extracted.txt, question Q40B. - side 1. Field: 2025-09-08.",Dem:80.0%;Ind:60.0%;Rep:43.0%;AfrAm:55.0%;Hisp:52.0%;White:63.0%;AAPI:61.0%
NAV_20250908_022,Navigator Research,https://navigatorresearch.org/,2025-09-08,healthcare,,tested_message,"Republicans who say we need to get the government and corporate special interests out of the business of telling us what we should put in our bodies. Whether it's vaccines, food additives, or toxins in the ground, Americans are better off doing their own research rather than listening to the so called ""experts"" who put their own bottom line first",25.0,,,,,1000,online_panel,registered_voters,3.1,navigator;healthcare,"From Navigator topline Navigator-Topline-F09.08.25_extracted.txt, question Q40B. - side 2. Field: 2025-09-08.",Dem:20.0%;Ind:43.0%;Rep:19.0%;AfrAm:25.0%;Hisp:27.0%;White:30.0%
NAV_20250908_023,Navigator Research,https://navigatorresearch.org/,2025-09-08,healthcare,,tested_message,"Those who say Republicans are cutting crucial health and wellness programs. They've cut Medicaid, taken away free healthy school meal options from kids, and made massive cuts to lifesaving research into diseases like cancer and Alzheimer's. None of this makes America healthier",49.0,,,,,1000,online_panel,registered_voters,3.1,navigator;healthcare,"From Navigator topline Navigator-Topline-F09.08.25_extracted.txt, question Q41A. - side 1. Field: 2025-09-08.",Dem:76.0%;Ind:42.0%;Rep:24.0%;AfrAm:56.0%;Hisp:52.0%;White:46.0%;AAPI:67.0%
NAV_20250908_024,Navigator Research,https://navigatorresearch.org/,2025-09-08,healthcare,,tested_message,"Republicans who say we need to get the government and corporate special interests out of the business of telling us what we should put in our bodies. Whether it's vaccines, food additives, or toxins in the ground, Americans are better off doing their own research rather than listening to the so called ""experts"" who put their own bottom line first",34.0,,,,,1000,online_panel,registered_voters,3.1,navigator;healthcare,"From Navigator topline Navigator-Topline-F09.08.25_extracted.txt, question Q41A. - side 2. Field: 2025-09-08.",Dem:13.0%;Ind:28.0%;Rep:57.0%;AfrAm:26.0%;Hisp:35.0%;White:37.0%;AAPI:26.0%
NAV_20250908_025,Navigator Research,https://navigatorresearch.org/,2025-09-08,healthcare,,tested_message,"Those who say Republicans would let corporate polluters pour toxic chemicals into our water, including forever chemicals like PFAS, which are known to cause diseases like cancer and brain damage. This doesn't make America healthier",41.0,,,,,1000,online_panel,registered_voters,3.1,navigator;healthcare,"From Navigator topline Navigator-Topline-F09.08.25_extracted.txt, question Q41B. - side 1. Field: 2025-09-08.",Dem:61.0%;Ind:40.0%;Rep:20.0%;AfrAm:45.0%;Hisp:47.0%;White:39.0%;AAPI:39.0%
NAV_20250908_026,Navigator Research,https://navigatorresearch.org/,2025-09-08,healthcare,,tested_message,"Republicans who say we need to get the government and corporate special interests out of the business of telling us what we should put in our bodies. Whether it's vaccines, food additives, or toxins in the ground, Americans are better off doing their own research rather than listening to the so called ""experts"" who put their own bottom line first",38.0,,,,,1000,online_panel,registered_voters,3.1,navigator;healthcare,"From Navigator topline Navigator-Topline-F09.08.25_extracted.txt, question Q41B. - side 2. Field: 2025-09-08.",Dem:18.0%;Ind:32.0%;Rep:59.0%;AfrAm:29.0%;Hisp:29.0%;White:41.0%;AAPI:40.0%
NAV_20250908_027,Navigator Research,https://navigatorresearch.org/,2025-09-08,healthcare,,tested_message,Those who say Republicans are in the pocket of big corporations: they're taking money from the people who make Americans sick for a profit and doing their bidding by letting big drug companies charge whatever they want and repealing environmental protections,44.0,,,,,1000,online_panel,registered_voters,3.1,navigator;healthcare,"From Navigator topline Navigator-Topline-F09.08.25_extracted.txt, question Q42A. - side 1. Field: 2025-09-08.",Dem:70.0%;Ind:40.0%;Rep:18.0%;AfrAm:55.0%;Hisp:42.0%;White:41.0%;AAPI:69.0%
NAV_20250908_028,Navigator Research,https://navigatorresearch.org/,2025-09-08,healthcare,,tested_message,"Republicans who say we need to get the government and corporate special interests out of the business of telling us what we should put in our bodies. Whether it's vaccines, food additives, or toxins in the ground, Americans are better off doing their own research rather than listening to the so called ""experts"" who put their own bottom line first",33.0,,,,,1000,online_panel,registered_voters,3.1,navigator;healthcare,"From Navigator topline Navigator-Topline-F09.08.25_extracted.txt, question Q42A. - side 2. Field: 2025-09-08.",Dem:13.0%;Ind:26.0%;Rep:55.0%;AfrAm:25.0%;Hisp:35.0%;White:36.0%;AAPI:19.0%
NAV_20250908_029,Navigator Research,https://navigatorresearch.org/,2025-09-08,immigration,,tested_message,"Those who say Republicans are weakening trust in science and facts, and making major public health decisions based on advice from internet personalities instead of doctors and scientists. When they spread misinformation about things like measles or vaccines, we all end up less safe",46.0,,,,,1000,online_panel,registered_voters,3.1,navigator;immigration,"From Navigator topline Navigator-Topline-F09.08.25_extracted.txt, question Q42B. - side 1. Field: 2025-09-08.",Dem:73.0%;Ind:44.0%;Rep:20.0%;AfrAm:54.0%;Hisp:45.0%;White:45.0%;AAPI:43.0%
NAV_20250908_030,Navigator Research,https://navigatorresearch.org/,2025-09-08,immigration,,tested_message,"Republicans who say we need to get the government and corporate special interests out of the business of telling us what we should put in our bodies. Whether it's vaccines, food additives, or toxins in the ground, Americans are better off doing their own research rather than listening to the so called ""experts"" who put their own bottom line first",36.0,,,,,1000,online_panel,registered_voters,3.1,navigator;immigration,"From Navigator topline Navigator-Topline-F09.08.25_extracted.txt, question Q42B. - side 2. Field: 2025-09-08.",Dem:11.0%;Ind:32.0%;Rep:61.0%;AfrAm:20.0%;Hisp:30.0%;White:39.0%;AAPI:44.0%
NAV_20250908_031,Navigator Research,https://navigatorresearch.org/,2025-09-08,crime,,tested_message,"Those who say Trump is breaking the law by deploying the National Guard, manufacturing fear and social media moments, hurting small businesses, and not making cities any safer",51.0,,,,,1000,online_panel,registered_voters,3.1,navigator;crime,"From Navigator topline Navigator-Topline-F09.08.25_extracted.txt, question Q45C. - side 1. Field: 2025-09-08.",Dem:84.0%;Ind:64.0%;Rep:14.0%;AfrAm:70.0%;Hisp:59.0%;White:46.0%;AAPI:58.0%
NAV_20250908_032,Navigator Research,https://navigatorresearch.org/,2025-09-08,crime,,tested_message,"Trump and Republicans who say that people don't feel safe, and it's time we took action to change that. The National Guard is helping to restore safety and security to our nation's cities",49.0,,,,,1000,online_panel,registered_voters,3.1,navigator;crime,"From Navigator topline Navigator-Topline-F09.08.25_extracted.txt, question Q45C. - side 2. Field: 2025-09-08.",Dem:16.0%;Ind:36.0%;Rep:86.0%;AfrAm:30.0%;Hisp:41.0%;White:54.0%;AAPI:42.0%
NAV_20250908_033,Navigator Research,https://navigatorresearch.org/,2025-09-08,foreign_policy,,tested_message,"Those who say our country has a serious problem with crime and safety, but deploying armed troops in our streets isn't the answer. We need to support local law enforcement, keep guns out of criminals' hands, and do more to address the root causes of crime like poverty, drug addiction, and mental illness",64.0,,,,,1000,online_panel,registered_voters,3.1,navigator;foreign_policy,"From Navigator topline Navigator-Topline-F09.08.25_extracted.txt, question Q45D. - side 1. Field: 2025-09-08.",Dem:90.0%;Ind:68.0%;Rep:36.0%;AfrAm:81.0%;Hisp:70.0%;White:59.0%;AAPI:73.0%
NAV_20250908_034,Navigator Research,https://navigatorresearch.org/,2025-09-08,foreign_policy,,tested_message,"Trump and Republicans who say that people don't feel safe, and it's time we took action to change that. The National Guard is helping to restore safety and security to our nation's cities",36.0,,,,,1000,online_panel,registered_voters,3.1,navigator;foreign_policy,"From Navigator topline Navigator-Topline-F09.08.25_extracted.txt, question Q45D. - side 2. Field: 2025-09-08.",Dem:10.0%;Ind:32.0%;Rep:64.0%;AfrAm:19.0%;Hisp:30.0%;White:41.0%;AAPI:27.0%
NAV_20260112_035,Navigator Research,https://navigatorresearch.org/,2026-01-12,economy,,tested_message,"Trump and Republicans who say tariffs have brought in hundreds of billions of dollars in revenue, so they can issue these rebate checks to low and middle income Americans so that everyone benefits",50.0,,,,,1000,online_panel,registered_voters,3.1,navigator;economy,"From Navigator topline Navigator-January-1-Topline-F01.12.26_extracted.txt, question Q48C. - side 1. Field: 2026-01-12.",Dem:19.0%;Ind:47.0%;Rep:82.0%;AfrAm:40.0%;Hisp:43.0%;White:54.0%;AAPI:35.0%
NAV_20260112_036,Navigator Research,https://navigatorresearch.org/,2026-01-12,economy,,tested_message,"$1,000 per household. These rebates are just an effort to cover up how tariffs have raised costs on many things we buy. We should repeal the tariffs and lower costs not send a rebate check to cover them up",50.0,,,,,1000,online_panel,registered_voters,3.1,navigator;economy,"From Navigator topline Navigator-January-1-Topline-F01.12.26_extracted.txt, question Q48C. - side 2. Field: 2026-01-12.",Dem:81.0%;Ind:53.0%;Rep:18.0%;AfrAm:60.0%;Hisp:57.0%;White:46.0%;AAPI:65.0%
NAV_20260112_037,Navigator Research,https://navigatorresearch.org/,2026-01-12,economy,,tested_message,"Trump and Republicans who say tariffs have brought in hundreds of billions of dollars in revenue, so they can issue rebate checks to low and middle income Americans so that everyone benefits",56.0,,,,,1000,online_panel,registered_voters,3.1,navigator;economy,"From Navigator topline Navigator-January-1-Topline-F01.12.26_extracted.txt, question Q48D. - side 1. Field: 2026-01-12.",Dem:29.0%;Ind:55.0%;Rep:83.0%;AfrAm:41.0%;Hisp:53.0%;White:60.0%;AAPI:48.0%
NAV_20260112_038,Navigator Research,https://navigatorresearch.org/,2026-01-12,economy,,tested_message,Democrats who say these rebate checks would cost hundreds of billions of dollars and make inflation even worse at a time when prices are already too high. We should repeal the tariffs and bring inflation back in check not send a rebate check to cover them up,44.0,,,,,1000,online_panel,registered_voters,3.1,navigator;economy,"From Navigator topline Navigator-January-1-Topline-F01.12.26_extracted.txt, question Q48D. - side 2. Field: 2026-01-12.",Dem:71.0%;Ind:45.0%;Rep:17.0%;AfrAm:59.0%;Hisp:47.0%;White:40.0%;AAPI:52.0%
NAV_20260112_039,Navigator Research,https://navigatorresearch.org/,2026-01-12,foreign_policy,,tested_message,"Trump and Republicans who say Maduro was a brutal dictator and narco terrorist who stole U.S. oil and assets, and that President Trump was right to use U.S. military force to capture him, remove him from power, and hold him accountable",48.0,,,,,1000,online_panel,registered_voters,3.1,navigator;foreign_policy,"From Navigator topline Navigator-January-1-Topline-F01.12.26_extracted.txt, question Q54C. - side 1. Field: 2026-01-12.",Dem:14.0%;Ind:43.0%;Rep:83.0%;AfrAm:41.0%;Hisp:45.0%;White:50.0%;AAPI:33.0%
NAV_20260112_040,Navigator Research,https://navigatorresearch.org/,2026-01-12,foreign_policy,,tested_message,"Democrats who say Maduro was a brutal dictator, but what Trump did is illegal: the President does not have the authority to use U.S. military force without approval from Congress, and this action violates both U.S. and international law",52.0,,,,,1000,online_panel,registered_voters,3.1,navigator;foreign_policy,"From Navigator topline Navigator-January-1-Topline-F01.12.26_extracted.txt, question Q54C. - side 2. Field: 2026-01-12.",Dem:86.0%;Ind:57.0%;Rep:17.0%;AfrAm:59.0%;Hisp:55.0%;White:50.0%;AAPI:67.0%
NAV_20260112_041,Navigator Research,https://navigatorresearch.org/,2026-01-12,foreign_policy,,tested_message,"Trump and Republicans who say Maduro was a brutal dictator and narco terrorist who stole U.S. oil and assets, and that President Trump was right to use U.S. military force to capture him, remove him from power, and hold him accountable",47.0,,,,,1000,online_panel,registered_voters,3.1,navigator;foreign_policy,"From Navigator topline Navigator-January-1-Topline-F01.12.26_extracted.txt, question Q54D. - side 1. Field: 2026-01-12.",Dem:15.0%;Ind:42.0%;Rep:80.0%;AfrAm:29.0%;Hisp:38.0%;White:51.0%;AAPI:34.0%
NAV_20260112_042,Navigator Research,https://navigatorresearch.org/,2026-01-12,foreign_policy,,tested_message,really about oil and enriching big corporations and billionaires: Trump wants,53.0,,,,,1000,online_panel,registered_voters,3.1,navigator;foreign_policy,"From Navigator topline Navigator-January-1-Topline-F01.12.26_extracted.txt, question Q54D. - side 2. Field: 2026-01-12.",Dem:85.0%;Ind:58.0%;Rep:20.0%;AfrAm:71.0%;Hisp:62.0%;White:49.0%;AAPI:66.0%
NAV_20260112_043,Navigator Research,https://navigatorresearch.org/,2026-01-12,foreign_policy,,tested_message,"Trump and Republicans who say Maduro was a brutal dictator and narco terrorist who stole U.S. oil and assets, and that President Trump was right to use U.S. military force to capture him, remove him from power, and hold him accountable",48.0,,,,,1000,online_panel,registered_voters,3.1,navigator;foreign_policy,"From Navigator topline Navigator-January-1-Topline-F01.12.26_extracted.txt, question Q55C. - side 1. Field: 2026-01-12.",Dem:13.0%;Ind:45.0%;Rep:83.0%;AfrAm:37.0%;Hisp:44.0%;White:52.0%;AAPI:27.0%
NAV_20260112_044,Navigator Research,https://navigatorresearch.org/,2026-01-12,foreign_policy,,tested_message,decision making makes the U.S. less safe. This attack puts U.S. troops at risk and risks dragging our country into another regime change war that will create more enemies,52.0,,,,,1000,online_panel,registered_voters,3.1,navigator;foreign_policy,"From Navigator topline Navigator-January-1-Topline-F01.12.26_extracted.txt, question Q55C. - side 2. Field: 2026-01-12.",Dem:87.0%;Ind:55.0%;Rep:17.0%;AfrAm:63.0%;Hisp:56.0%;White:48.0%;AAPI:73.0%
NAV_20260112_045,Navigator Research,https://navigatorresearch.org/,2026-01-12,foreign_policy,,tested_message,"Trump and Republicans who say Maduro was a brutal dictator and narco terrorist who stole U.S. oil and assets, and that President Trump was right to use U.S. military force to capture him, remove him from power, and hold him accountable",48.0,,,,,1000,online_panel,registered_voters,3.1,navigator;foreign_policy,"From Navigator topline Navigator-January-1-Topline-F01.12.26_extracted.txt, question Q55D. - side 1. Field: 2026-01-12.",Dem:15.0%;Ind:38.0%;Rep:84.0%;AfrAm:27.0%;Hisp:45.0%;White:53.0%;AAPI:40.0%
NAV_20260112_046,Navigator Research,https://navigatorresearch.org/,2026-01-12,foreign_policy,,tested_message,"of every evil leader in the world. Instead of wasting billions on multiple foreign conflicts across the globe, we should be focusing our time and money on helping Americans here at home",52.0,,,,,1000,online_panel,registered_voters,3.1,navigator;foreign_policy,"From Navigator topline Navigator-January-1-Topline-F01.12.26_extracted.txt, question Q55D. - side 2. Field: 2026-01-12.",Dem:85.0%;Ind:62.0%;Rep:16.0%;AfrAm:73.0%;Hisp:55.0%;White:47.0%;AAPI:60.0%
NAV_20260202_047,Navigator Research,https://navigatorresearch.org/,2026-02-01,immigration,,tested_message,Those who say we need to allow ICE to do its job cracking down on illegal immigration,50.0,,,,,1000,online_panel,registered_voters,3.1,navigator;immigration,"From Navigator topline Navigator-Topline-F02.02.26_extracted.txt, question Q53XC. - side 1. Field: 2026-02-01.",Dem:20.0%;Ind:43.0%;Rep:81.0%;AfrAm:35.0%;Hisp:40.0%;White:54.0%;AAPI:56.0%
NAV_20260202_048,Navigator Research,https://navigatorresearch.org/,2026-02-01,immigration,,tested_message,"Those who say ICE is out of control, cannot be fixed, and needs to be abolished",50.0,,,,,1000,online_panel,registered_voters,3.1,navigator;immigration,"From Navigator topline Navigator-Topline-F02.02.26_extracted.txt, question Q53XC. - side 2. Field: 2026-02-01.",Dem:80.0%;Ind:57.0%;Rep:19.0%;AfrAm:65.0%;Hisp:60.0%;White:46.0%;AAPI:44.0%
NAV_20260202_049,Navigator Research,https://navigatorresearch.org/,2026-02-01,immigration,,tested_message,Those who say we need to allow ICE to do its job cracking down on illegal immigration,45.0,,,,,1000,online_panel,registered_voters,3.1,navigator;immigration,"From Navigator topline Navigator-Topline-F02.02.26_extracted.txt, question Q53XD. - side 1. Field: 2026-02-01.",Dem:11.0%;Ind:42.0%;Rep:81.0%;AfrAm:27.0%;Hisp:26.0%;White:52.0%;AAPI:33.0%
NAV_20260202_050,Navigator Research,https://navigatorresearch.org/,2026-02-01,immigration,,tested_message,Those who say ICE is out of control and needs to be abolished and replaced with something else,55.0,,,,,1000,online_panel,registered_voters,3.1,navigator;immigration,"From Navigator topline Navigator-Topline-F02.02.26_extracted.txt, question Q53XD. - side 2. Field: 2026-02-01.",Dem:89.0%;Ind:58.0%;Rep:19.0%;AfrAm:73.0%;Hisp:74.0%;White:48.0%;AAPI:67.0%
NAV_20260202_051,Navigator Research,https://navigatorresearch.org/,2026-02-01,immigration,,tested_message,Those who say we need to allow ICE to do its job cracking down on illegal immigration,40.0,,,,,1000,online_panel,registered_voters,3.1,navigator;immigration,"From Navigator topline Navigator-Topline-F02.02.26_extracted.txt, question Q53Y. - side 1. Field: 2026-02-01.",Dem:11.0%;Ind:34.0%;Rep:71.0%;AfrAm:25.0%;Hisp:34.0%;White:45.0%;AAPI:41.0%
NAV_20260202_052,Navigator Research,https://navigatorresearch.org/,2026-02-01,immigration,,tested_message,"Those who say ICE is out of control and needs to be fixed, not abolished",60.0,,,,,1000,online_panel,registered_voters,3.1,navigator;immigration,"From Navigator topline Navigator-Topline-F02.02.26_extracted.txt, question Q53Y. - side 2. Field: 2026-02-01.",Dem:89.0%;Ind:66.0%;Rep:29.0%;AfrAm:75.0%;Hisp:66.0%;White:55.0%;AAPI:59.0%
